#NSGA2
popsize 100
maxGen 100
numVar 13
numObj 4
numCons 0
stateFieldNames	currentGen	evaluateCount	totalTime	firstFrontCount	frontCount	avgEvalTime	
#end


#Generation 1 / 100
currentGen	1
evaluateCount	100
totalTime	9.2181
firstFrontCount	21
frontCount	6
avgEvalTime	0.0909875
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Var9	Var10	Var11	Var12	Var13	Obj1	Obj2	Obj3	Obj4	
0.219961	0.673507	0.0852489	0.63824	0.491812	0.656919	0.594746	0.379129	0.433809	0.600254	0.956022	0.307052	0.18681	-0.293494	0.164541	-0.722593	6	
0.502122	0.254495	0.677979	0.578195	0.893382	0.891559	0.366444	0.816305	0.206349	0.286859	0.739978	0.742792	0.208498	-0.509612	0.326224	-0.767407	8	
0.623276	0.732491	0.572849	0.476626	0.308949	0.634104	0.276604	0.827154	0.934345	0.45662	0.593027	0.96776	0.980263	-0.845822	0.570356	-0.805185	9	
0.399585	0.0024055	0.335764	0.0568699	0.605204	0.647085	0.971381	0.0603946	0.778624	0.801171	0.29654	0.351443	0.709923	-0.442426	0.128345	-0.735926	6	
0.669583	0.742227	0.905819	0.304155	0.7087	0.285237	0.616745	0.96687	0.685632	0.16804	0.181818	0.0936202	0.967451	-0.652265	0.407166	-0.777778	8	
0.640993	0.215302	0.213584	0.474237	0.584517	0.94057	0.840585	0.411262	0.0979637	0.979591	0.991742	0.801453	0.351177	-0.379177	0.245707	-0.73	7	
0.154789	0.508725	0.476048	0.651905	0.674004	0.395641	0.0237768	0.00193922	0.587687	0.866852	0.729489	0.535834	0.946785	-0.733367	0.444215	-0.798148	8	
0.732295	0.717108	0.454255	0.789839	0.666576	0.986827	0.26478	0.39384	0.883882	0.478393	0.338007	0.850872	0.343108	-0.373625	0.177075	-0.77	7	
0.484264	0.881531	0.903861	0.180749	0.486993	0.217798	0.372089	0.738668	0.746225	0.966797	0.239364	0.857946	0.0198126	-0.672152	0.26691	-0.804074	6	
0.285079	0.34764	0.143997	0.341823	0.446079	0.489876	0.967062	0.353659	0.493844	0.412885	0.911842	0.216646	0.197974	-0.112884	0.0107504	-0.672593	2	
0.105557	0.81248	0.15178	0.873094	0.200925	0.020432	0.504554	0.361755	0.540136	0.152707	0.600584	0.844941	0.564439	-0.637884	0.27484	-0.794074	7	
0.22527	0.777966	0.733665	0.253281	0.786629	0.488304	0.245519	0.441785	0.663988	0.0754256	0.470877	0.28791	0.112351	-0.364966	0.0983501	-0.708889	4	
0.471641	0.352949	0.0254035	0.145307	0.810012	0.964602	0.860015	0.250985	0.611956	0.622973	0.58958	0.495502	0.221669	-0.357529	0.18249	-0.682222	6	
0.588696	0.409578	0.661981	0.46964	0.675127	0.952808	0.417663	0.945371	0.241815	0.575078	0.552051	0.665691	0.110631	-0.594881	0.416498	-0.757407	8	
0.727237	0.405662	0.129578	0.620134	0.72758	0.444873	0.191786	0.112419	0.417754	0.673391	0.166343	0.603489	0.69938	-0.456608	0.177151	-0.79	6	
0.61437	0.403803	0.878142	0.955362	0.11873	0.111304	0.520811	0.330937	0.128123	0.249333	0.976178	0.587797	0.212547	-0.431139	0.155625	-0.76963	6	
0.215988	0.920842	0.503698	0.937549	0.628001	0.291894	0.775714	0.46067	0.193833	0.350447	0.96996	0.332887	0.776255	-0.541429	0.249968	-0.772963	7	
0.865239	0.70036	0.590647	0.21981	0.00963071	0.306057	0.732362	0.148994	0.864823	0.664894	0.963523	0.585797	0.0859034	-0.709009	0.398349	-0.777037	8	
0.468282	0.678036	0.949071	0.195686	0.376047	0.453513	0.943846	0.137902	0.144253	0.152079	0.792938	0.717156	0.612731	-0.651097	0.228107	-0.799259	6	
0.491066	0.515389	0.808769	0.454185	0.26769	0.519845	0.103484	0.626276	0.329253	0.958539	0.676441	0.622956	0.989421	-0.812123	0.484482	-0.805926	8	
0.568137	0.329792	0.215089	0.275433	0.462672	0.909436	0.0534607	0.224709	0.0689191	0.974288	0.793524	0.232446	0.0043268	-0.197882	0.111719	-0.655556	4	
0.122803	0.961367	0.487136	0.658252	0.06084	0.664714	0.00141296	0.305038	0.0976752	0.182859	0.460213	0.452448	0.194047	-0.0806038	0.0187895	-0.574815	3	
0.0307088	0.0815963	0.380855	0.468729	0.131303	0.956078	0.124356	0.191683	0.565131	0.0700093	0.00212109	0.372888	0.288553	-0.127184	7.33059e-06	-0.714815	2	
0.222154	0.428713	0.509403	0.802205	0.218549	0.397265	0.980408	0.459353	0.0307025	0.667922	0.030404	0.260748	0.754622	-0.467435	0.120276	-0.742222	5	
0.866981	0.53531	0.794349	0.833972	0.0607305	0.519762	0.168696	0.71737	0.414037	0.310368	0.720729	0.624815	0.513064	-0.7336	0.452847	-0.822222	9	
0.373871	0.577653	0.584696	0.563761	0.688454	0.00761606	0.236864	0.198198	0.540747	0.893008	0.459322	0.549231	0.564388	-0.797373	0.429357	-0.803333	8	
0.875801	0.556283	0.306343	0.207168	0.809047	0.439458	0.0478411	0.682453	0.333462	0.197086	0.708087	0.996393	0.407833	-0.405381	0.187531	-0.774815	6	
0.27778	0.583499	0.991934	0.525137	0.0936753	0.602783	0.778065	0.443958	0.896067	0.354686	0.875786	0.416994	0.235682	-0.475357	0.215903	-0.739259	7	
0.299937	0.199498	0.939555	0.308978	0.0325481	0.0996225	0.792849	0.548446	0.612698	0.406918	0.339403	0.146608	0.357577	-0.386622	0.128262	-0.736667	4	
0.96288	0.900898	0.772007	0.360072	0.588773	0.900951	0.362764	0.932528	0.130904	0.855972	0.156485	0.543016	0.772821	-0.745419	0.45126	-0.811852	9	
0.410243	0.0331053	0.373459	0.355189	0.180204	0.730615	0.0445133	0.924534	0.711991	0.507723	0.477487	0.542551	0.897443	-0.627626	0.225116	-0.791481	6	
0.793454	0.433945	0.582078	0.991805	0.7288	0.646006	0.87019	0.236685	0.18371	0.671958	0.673785	0.512743	0.0519608	-0.548825	0.396171	-0.75	9	
0.027786	0.0178149	0.221297	0.885114	0.341676	0.41601	0.634616	0.573667	0.432925	0.223555	0.217869	0.443066	0.4756	-0.11949	0.0224085	-0.640741	3	
0.350089	0.498893	0.254692	0.697978	0.892968	0.0724938	0.0222331	0.17931	0.310255	0.42019	0.0668056	0.777056	0.957359	-0.349855	0.0546134	-0.76	4	
0.484839	0.766671	0.658624	0.399523	0.176881	0.343475	0.0903593	0.395684	0.233755	0.653246	0.416779	0.337091	0.334502	-0.320559	0.0314339	-0.748889	3	
0.298498	0.21635	0.125735	0.3101	0.402453	0.872427	0.815848	0.684835	0.23515	0.549446	0.119334	0.529271	0.171113	-0.346844	0.0814695	-0.731852	5	
0.295684	0.44212	0.538275	0.422592	0.429851	0.133346	0.514825	0.577868	0.453908	0.519783	0.678876	0.435533	0.796095	-0.626375	0.33755	-0.761481	6	
0.129611	0.190529	0.867935	0.963975	0.217252	0.438791	0.864442	0.243591	0.151663	0.446385	0.129597	0.969347	0.85111	-0.509289	0.112305	-0.805926	5	
0.787868	0.841747	0.94146	0.979832	0.451607	0.821615	0.388011	0.768795	0.321394	0.214106	0.785862	0.677806	0.987917	-0.7336	0.452847	-0.822222	9	
0.860975	0.477955	0.123744	0.93604	0.531715	0.00984278	0.80285	0.137072	0.329356	0.59233	0.575637	0.226048	0.507031	-0.42763	0.274638	-0.732963	7	
0.463604	0.5843	0.638091	0.0234355	0.489496	0.0848004	0.762228	0.873352	0.132978	0.815222	0.914205	0.978607	0.0515985	-0.658076	0.322701	-0.792593	7	
0.892632	0.7691	0.100581	0.945781	0.931712	0.893097	0.708469	0.890325	0.0663671	0.42034	0.20504	0.820802	0.622713	-0.527219	0.361812	-0.791481	9	
0.0810711	0.683603	0.397977	0.881669	0.110688	0.363155	0.374195	0.240905	0.122843	0.221558	0.0134562	0.420899	0.640095	-0.25618	0.0665063	-0.716296	3	
0.736901	0.0935213	0.246319	0.59188	0.605382	0.519365	0.58928	0.673547	0.791093	0.852551	0.953548	0.801748	0.898225	-0.779448	0.69347	-0.795556	11	
0.598694	0.92789	0.412613	0.85465	0.52125	0.472978	0.642983	0.158184	0.374315	0.234556	0.772236	0.255848	0.2274	-0.217464	0.120626	-0.705556	6	
0.576822	0.0467327	0.545988	0.0951121	0.521787	0.296062	0.539845	0.971456	0.112212	0.919281	0.442353	0.156387	0.809634	-0.559671	0.268699	-0.766296	7	
0.370718	0.490565	0.102455	0.634727	0.605264	0.425621	0.607058	0.343205	0.322469	0.127998	0.615711	0.687515	0.0724908	-0.286937	0.0860685	-0.714074	5	
0.8244	0.189248	0.25259	0.703294	0.087694	0.494677	0.386778	0.699758	0.948344	0.118938	0.836134	0.992978	0.141623	-0.463982	0.234901	-0.77	6	
0.848893	0.110756	0.67083	0.939234	0.562593	0.749238	0.2631	0.169014	0.765138	0.934994	0.148956	0.979023	0.66652	-0.738702	0.436758	-0.804815	9	
0.323465	0.0990644	0.899796	0.531758	0.291584	0.487008	0.18888	0.332963	0.689258	0.615651	0.672188	0.924442	0.10807	-0.62938	0.303947	-0.807407	6	
0.472615	0.385264	0.907785	0.451341	0.36882	0.882182	0.449911	0.899209	0.543827	0.221545	0.483298	0.62464	0.153416	-0.506728	0.169144	-0.787037	5	
0.323039	0.574512	0.567389	0.733562	0.163211	0.761957	0.374479	0.175732	0.464948	0.668924	0.727588	0.790081	0.50575	-0.744088	0.406213	-0.80963	8	
0.26395	0.597771	0.594379	0.90504	0.35302	0.503088	0.0617849	0.486505	0.6999	0.383912	0.888871	0.477554	0.504475	-0.629179	0.325384	-0.770741	7	
0.014582	0.00719073	0.76911	0.331879	0.703344	0.402674	0.71574	0.026586	0.398158	0.273147	0.202071	0.997534	0.0953017	-0.336205	0.0563437	-0.74963	4	
0.755055	0.636955	0.594183	0.387441	0.0155736	0.991907	0.137226	0.786565	0.152077	0.976634	0.595862	0.632399	0.672278	-0.818869	0.578035	-0.800741	9	
0.266464	0.165348	0.994885	0.00086937	0.828621	0.458886	0.0751037	0.39517	0.313455	0.337437	0.217734	0.540759	0.192411	-0.314226	0.028301	-0.742963	3	
0.375256	0.824655	0.664683	0.162429	0.91699	0.12074	0.193405	0.767453	0.985146	0.339016	0.709032	0.794265	0.600745	-0.856306	0.500131	-0.806296	8	
0.858611	0.710544	0.197452	0.325715	0.0272337	0.71084	0.554649	0.162921	0.148071	0.307898	0.118964	0.182464	0.977315	-0.270392	0.0922662	-0.757778	5	
0.902063	0.600341	0.70486	0.159483	0.656482	0.267762	0.408178	0.701233	0.910732	0.787698	0.598384	0.098537	0.292794	-0.645396	0.467752	-0.74037	8	
0.893232	0.903417	0.680067	0.718873	0.284751	0.826413	0.228522	0.84605	0.280393	0.358882	0.0224733	0.932561	0.405353	-0.466894	0.205341	-0.785926	7	
0.872192	0.861783	0.659314	0.356997	0.715399	0.952498	0.885044	0.954039	0.0135016	0.279392	0.93465	0.818558	0.405172	-0.582495	0.352661	-0.767778	9	
0.679147	0.318482	0.0590236	0.287591	0.0485253	0.0207445	0.754023	0.000124273	0.480164	0.128225	0.891155	0.512298	0.502079	-0.437292	0.120414	-0.774074	5	
0.473333	0.662806	0.443772	0.980796	0.198875	0.626246	0.222004	0.904757	0.00843705	0.235493	0.833868	0.176636	0.236179	-0.254281	0.0744595	-0.685926	5	
0.140036	0.0785602	0.0779508	0.37682	0.869631	0.325506	0.741792	0.326553	0.861404	0.477958	0.826751	0.460821	0.487596	-0.257298	0.0585876	-0.660741	4	
0.431044	0.201748	0.0687854	0.634187	0.890226	0.0585602	0.0377749	0.0714283	0.310851	0.797964	0.759144	0.500309	0.338393	-0.364965	0.154505	-0.731852	5	
0.603126	0.952863	0.85256	0.0783653	0.431568	0.0012951	0.651232	0.929167	0.199508	0.702841	0.587936	0.396959	0.316019	-0.522961	0.306774	-0.737037	7	



#Generation 2 / 100
currentGen	2
evaluateCount	200
totalTime	16.0645
firstFrontCount	51
frontCount	3
avgEvalTime	0.0460371
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Var9	Var10	Var11	Var12	Var13	Obj1	Obj2	Obj3	Obj4	
0.752742	0.00094123	0.639515	0.492439	0.38927	0.122781	0.581916	0.482294	0.353651	0.73534	0.111803	0.681089	0.551864	-0.601305	0.192504	-0.798148	6	
0.0230452	0.735776	0.707428	0.664183	0.454236	0.170188	0.219483	0.677528	0.810354	0.724088	0.11226	0.710306	0.615802	-0.862691	0.49193	-0.812963	8	
0.0191206	0.0483506	0.918905	0.803334	0.872338	0.370077	0.445108	0.427907	0.666114	0.0751531	0.98349	0.575097	0.513301	-0.722629	0.318717	-0.803333	7	
0.484264	0.881531	0.903861	0.180749	0.486993	0.217798	0.372089	0.738668	0.746225	0.966797	0.239364	0.857946	0.0198126	-0.672152	0.26691	-0.804074	6	
0.468282	0.678036	0.949071	0.195686	0.376047	0.453513	0.943846	0.137902	0.144253	0.152079	0.792938	0.717156	0.612731	-0.651097	0.228107	-0.799259	6	
0.491066	0.515389	0.808769	0.454185	0.26769	0.519845	0.103484	0.626276	0.329253	0.958539	0.676441	0.622956	0.989421	-0.812123	0.484482	-0.805926	8	
0.0307088	0.0815963	0.380855	0.468729	0.131303	0.956078	0.124356	0.191683	0.565131	0.0700093	0.00212109	0.372888	0.288553	-0.127184	7.33059e-06	-0.714815	2	
0.866981	0.53531	0.794349	0.833972	0.0607305	0.519762	0.168696	0.71737	0.414037	0.310368	0.720729	0.624815	0.513064	-0.7336	0.452847	-0.822222	9	
0.373871	0.577653	0.584696	0.563761	0.688454	0.00761606	0.236864	0.198198	0.540747	0.893008	0.459322	0.549231	0.564388	-0.797373	0.429357	-0.803333	8	
0.410243	0.0331053	0.373459	0.355189	0.180204	0.730615	0.0445133	0.924534	0.711991	0.507723	0.477487	0.542551	0.897443	-0.627626	0.225116	-0.791481	6	
0.350089	0.498893	0.254692	0.697978	0.892968	0.0724938	0.0222331	0.17931	0.310255	0.42019	0.0668056	0.777056	0.957359	-0.349855	0.0546134	-0.76	4	
0.484839	0.766671	0.658624	0.399523	0.176881	0.343475	0.0903593	0.395684	0.233755	0.653246	0.416779	0.337091	0.334502	-0.320559	0.0314339	-0.748889	3	
0.129611	0.190529	0.867935	0.963975	0.217252	0.438791	0.864442	0.243591	0.151663	0.446385	0.129597	0.969347	0.85111	-0.509289	0.112305	-0.805926	5	
0.787868	0.841747	0.94146	0.979832	0.451607	0.821615	0.388011	0.768795	0.321394	0.214106	0.785862	0.677806	0.987917	-0.7336	0.452847	-0.822222	9	
0.323465	0.0990644	0.899796	0.531758	0.291584	0.487008	0.18888	0.332963	0.689258	0.615651	0.672188	0.924442	0.10807	-0.62938	0.303947	-0.807407	6	
0.266464	0.165348	0.994885	0.00086937	0.828621	0.458886	0.0751037	0.39517	0.313455	0.337437	0.217734	0.540759	0.192411	-0.314226	0.028301	-0.742963	3	
0.222154	0.428713	0.509403	0.802205	0.17871	0.397265	0.344265	0.654728	0.112801	0.667922	0.030404	0.154741	0.754622	-0.528229	0.159455	-0.759259	5	
0.0230452	0.735776	0.707428	0.664183	0.454236	0.282243	0.219483	0.696349	0.810354	0.724088	0.11226	0.710306	0.425983	-0.68689	0.299647	-0.795926	7	
0.299937	0.216288	1	0.308978	0.0325481	0.0996225	0.842827	0.0493393	0.612698	0.406918	0.178301	0.218947	0.357577	-0.303849	0.072595	-0.753704	3	
0.484839	0.766671	0.680414	0.399523	0.176881	0.343475	0.337082	0.395684	0.335395	0.653246	0.416779	0.337091	0.279561	-0.320559	0.0314339	-0.748889	3	
0.18894	0.0815963	0.380855	0.398444	0.131303	0.956078	0.169005	0.191683	0.565131	0	0.00212109	0.372888	0.288553	-0.127184	7.33059e-06	-0.714815	2	
0.129611	0.139281	0.867935	0.963975	0.304448	0.438791	0.864442	0.243591	0.149537	0.446385	0.129597	0.969347	0.85111	-0.509289	0.112305	-0.805926	5	
0.266464	0.165348	0.994885	0.00086937	0.799932	0.458886	0.0348486	0.704658	0.313455	0.337437	0.217734	0.653937	0.0619812	-0.396999	0.0774491	-0.754815	4	
0.484264	0.881531	0.856664	0.180749	0.496599	0.217798	0.372089	0.583717	0.844108	0.966797	0.292747	0.744768	0.150243	-0.672152	0.26691	-0.804074	6	
0.468282	0.678036	0.779979	0.195686	0.674579	0.453513	0.943846	0.137902	0.144253	0.152079	0.719558	0.717156	0.612731	-0.668552	0.268035	-0.809259	7	
0.373871	0.577653	0.753788	0.563761	0.452711	0.00761606	0.288335	0.174455	0.540747	0.893008	0.459322	0.549231	0.564388	-0.779918	0.375982	-0.808519	7	
0.00376275	0.0815963	0.380855	0.468729	0.131303	1	0.124356	0.191683	0.67757	0.0700093	0.00212109	0.66434	0	-0.269045	0.0177301	-0.718148	3	
0.484264	0.881531	0.904753	0.180749	0.486993	0.0689618	0.372089	0.694269	0.603067	0.966797	0.129102	0.566495	0.337783	-0.672152	0.26691	-0.804074	6	
0.0230452	0.733571	0.707428	0.664183	0.454236	0.170188	0.219483	0.677528	0.839187	0.724088	0.11226	0.710306	0.615802	-0.862691	0.49193	-0.812963	8	
0.105557	0.466551	0.157366	0.872378	0.200925	0.020432	0.504554	0.358966	0.540136	0.268322	0.600584	0.844941	0.564439	-0.572243	0.18897	-0.795556	6	
0.0679888	0.735776	0.707428	0.664183	0.226734	0.170188	0.219483	0.677528	0.810354	0.724088	0.11226	0.710306	0.611469	-0.862691	0.49193	-0.812963	8	
0.105557	0.81248	0.15178	0.873094	0.200925	0	0.498052	0.361755	0.540136	0.204187	0.276468	0.844941	0.0567093	-0.3492	0.0493286	-0.737407	4	
0.014582	0.00719073	0.76911	0.331879	0.703344	0.402674	0.595113	0	0.398158	0.273147	0.526188	0.997534	0.412122	-0.42711	0.0973095	-0.778148	5	
0.468282	0.678036	0.949071	0.195686	0.358556	0.453513	0.821836	0.137902	0.144253	0.152079	0.792938	0.717156	0.612731	-0.651097	0.228107	-0.799259	6	
0.0191206	0.0483506	0.918905	0.803334	0.872338	0.370077	0.445108	0.427907	0.72239	0.0751531	1	0.575097	0.513301	-0.722629	0.318717	-0.803333	7	
0.0191206	0.0483506	0.918905	0.803334	0.872338	0.370077	0.445108	0.427907	0.666114	0.0751531	0.98349	0.575097	0.513301	-0.722629	0.318717	-0.803333	7	
0.129611	0.0963885	0.668481	0.854504	0.223622	0.438791	0.864442	0.243591	0.12886	0.398602	0.384933	0.761413	0.85111	-0.509289	0.112305	-0.805926	5	
0.0962914	0.259818	0.78675	0.235093	0.61757	0.0977651	0.163768	0.506576	0.585479	0.489106	0.324177	0.0404294	0.550798	-0.557899	0.213196	-0.746667	5	
0.61437	0.403803	0.878142	0.671321	0.11873	0.158232	0.46916	0.330937	0.128123	0.249333	0.976178	0.558702	0.212547	-0.40916	0.110144	-0.795556	5	
0.373871	0.577653	0.584696	0.847802	0.688454	0.00761606	0.236864	0.198198	0.540747	0.893008	0.459322	0.578325	0.564388	-0.797373	0.429357	-0.803333	8	
0.787868	0.841747	0.890909	0.909876	0.451607	0.821615	0.388011	0.768795	0.321394	0.214106	0.540567	0.677806	0.987917	-0.7336	0.452847	-0.822222	9	
0.787868	0.841747	0.858811	0.993009	0.35102	0.821615	0.388011	0.768795	0.511672	0.214106	0.785862	0.677806	0.987917	-0.860559	0.630561	-0.814815	10	
0.3899	0.724221	0.658624	0.464313	0.176881	0.343475	0.259665	0.204461	0.233755	0.653246	0.377191	0.337091	0.334502	-0.320559	0.0314339	-0.748889	3	
0.468282	0.678036	0.697499	0.195686	0.376047	0.453513	0.943846	0.137902	0.144253	0.152079	0.792938	0.603543	0.612731	-0.651097	0.228107	-0.799259	6	
0.491066	0.515389	0.808769	0.412524	0.26769	0.519845	0.103484	0.626276	0.329253	0.958539	0.452325	0.622956	0.964087	-0.721218	0.304304	-0.805926	7	
0.866981	0.53531	0.794349	0.833972	0.0607305	0.519762	0.168696	0.0721799	0.414037	0.310368	0.558211	0.624815	0.513064	-0.650827	0.316355	-0.813333	8	
0.0230452	0.735776	0.707428	0.664183	0.454236	0.170188	0.219483	0.414584	0.810354	0.678602	0.11226	0.707772	0.61049	-0.779918	0.375982	-0.808519	7	
0.129611	0.209434	0.668061	0.438063	0.204919	0.438791	0.864442	0.243591	0.562293	0.835981	0.129597	0.970299	0.402142	-0.545717	0.164237	-0.782963	5	
0.133309	0.424259	0.846505	0.722721	0.21864	0.587344	0.368451	0.631557	0.175031	0.38899	0.0357888	0.842826	0.73113	-0.570308	0.171337	-0.813704	6	
0.222154	0.428713	0.509403	0.905201	0.218549	0.397265	0.980408	0.431463	0.0307025	0.28732	0.030404	0.33336	0.79044	-0.367428	0.0640887	-0.713704	4	
0.468282	0.678036	0.949071	0.195686	0.376047	0.453513	0.943846	0.127234	0.144253	0.532682	0.792938	0.717156	0.612731	-0.751104	0.38031	-0.815556	7	
0.0962914	0.259818	0.78675	0.100937	0.61757	0.0977651	0.163768	0.71111	0.681894	0.489106	0.324177	0.0404294	0.333799	-0.382098	0.12689	-0.687037	4	
0.497532	0.457719	0.0400341	0.00727421	0.457454	0.472822	0.461601	0.656984	0.596102	0.536994	0.385515	0.19944	0.209113	-0.309739	0.0714048	-0.720741	3	
0.133309	0.424259	0.841029	0.196809	0.206307	0.587344	0.368451	0.631557	0.456023	0.778586	0.0357888	0.842826	0.440162	-0.479776	0.125096	-0.791852	5	
0.767925	0.584071	0.86604	0.165862	0.147143	0.549181	0.861291	0.374991	0.679808	0.345195	0.23919	0.480342	0.628672	-0.552262	0.258758	-0.757037	7	
